title,doctor_url,specialization,kraj,okres,pediater,kraj_id,okres_id
"Ambulancia rýchlej zdravotnej pomoci, Brusno, (Nemocnica s poliklinikou Brezno, n.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-zdravotnej-pomoci-brusno-nemocnica-s-poliklinikou-brezno-n.o..html?page_id=132720, Rýchla zdravotná pomoc,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Brusno, (SOANRE, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-brusno-soanre.html?page_id=132333, Pediatria,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia Hasičského záchranného zboru, Komenského, Banská Bystrica, (Ministerstvo vnútra Slovenskej republiky)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-hasicskeho-zachranneho-zboru-komenskeho-banska-bystrica-ministerstvo-vnutra-slovenskej-republiky.html?page_id=131656, Urgentná medicína,Banskobystricky,Banská Bystrica,1,0,1
"Pediatrická ambulancia, MUDr. Mošková Milada, Banská Bystrica, (Fakultná nemocnica s poliklinikou F. D. Roosevelta Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/pediatricka-ambulancia-mudr.-moskova-milada-banska-bystrica-fakultna-nemocnica-s-poliklinikou-f.-d.-roosevelta-banska-bystrica.html?page_id=131270," Pediatria, Neonatológia",Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej neurológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-neurologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130316, Pediatrická neurológia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej oftalmológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-oftalmologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130317, Pediatrická oftalmológia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej pneumológie a ftizeológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-pneumologie-a-ftizeologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130319, Pediatrická pneumológia a ftizeológia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej reumatológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-reumatologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130320, Pediatrická reumatológia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej urológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-urologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130321, Pediatrická urológia,Banskobystricky,Banská Bystrica,1,0,1
"Pediatrická ambulancia, MUDr. Dagmar Kadlečková, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/pediatricka-ambulancia-mudr.-dagmar-kadleckova-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130326, Pediatria,Banskobystricky,Banská Bystrica,1,0,1
"Stacionár, pediatrická nefrológia, MUDr. Martin Dluholucký, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/stacionar-pediatricka-nefrologia-mudr.-martin-dluholucky-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130327, Pediatrická nefrológia,Banskobystricky,Banská Bystrica,1,0,1
"Jednodňová zdravotná starostlivosť, pediatrická oftalmológia, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/jednodnova-zdravotna-starostlivost-pediatricka-oftalmologia-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130328, Pediatrická oftalmológia,Banskobystricky,Banská Bystrica,1,0,1
"Jednodňová zdravotná starostlivosť, pediatrická otorinolaryngológia, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/jednodnova-zdravotna-starostlivost-pediatricka-otorinolaryngologia-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130329, Pediatrická otorinolaryngológia,Banskobystricky,Banská Bystrica,1,0,1
"Jednodňová zdravotná starostlivosť, pediatrická ortopédia, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/jednodnova-zdravotna-starostlivost-pediatricka-ortopedia-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130330, Pediatrická ortopédia,Banskobystricky,Banská Bystrica,1,0,1
"Jednodňová zdravotná starostlivosť, pediatrická urológia, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/jednodnova-zdravotna-starostlivost-pediatricka-urologia-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica-1.html?page_id=130333, Pediatrická urológia,Banskobystricky,Banská Bystrica,1,0,1
"Jednodňová zdravotná starostlivosť, detská chirurgia, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/jednodnova-zdravotna-starostlivost-detska-chirurgia-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130334, Detská chirurgia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia klinickej imunológie a alergológie, MUDr. Viera Rajčanová, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-klinickej-imunologie-a-alergologie-mudr.-viera-rajcanova-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130303, Pediatrická imunológia a alergiológia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej chirurgie, MUDr. Jozef Kočajda, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-chirurgie-mudr.-jozef-kocajda-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130308, Detská chirurgia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej endokrinológie a diabetológie a porúch látkovej premeny a výživy, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-endokrinologie-a-diabetologie-a-poruch-latkovej-premeny-a-vyzivy-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130309," Pediatrická endokrinológia a diabetológia, poruchy látkovej premeny a výživy",Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej gastroenterológie, hepatológie a výživy, MUDr. Iveta Valachová, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-gastroenterologie-hepatologie-a-vyzivy-mudr.-iveta-valachova-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130310," Pediatrická gastroenterológia, hepatológia a výživa",Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej gynekológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-gynekologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130311, Pediatrická gynekológia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej hematológie a onkológie, MUDr. Terézia Stančoková, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-hematologie-a-onkologie-mudr.-terezia-stancokova-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130312, Pediatrická hematológia a onkológia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej hematológie a onkológie, MUDr. Eva Bubanská, PhD., Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-hematologie-a-onkologie-mudr.-eva-bubanska-phd.-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130313, Pediatrická hematológia a onkológia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej kardiológie, MUDr. Juraj Oravec, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-kardiologie-mudr.-juraj-oravec-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130314, Pediatrická kardiológia,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej nefrológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-nefrologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130315, Pediatrická nefrológia,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, MUDr. Eva Križanová, Banská Bystrica, (DETSKA s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-eva-krizanova-banska-bystrica-detska.html?page_id=129306, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia detskej psychiatrie, Banská Bystrica, (EUTYMIA, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-detskej-psychiatrie-banska-bystrica-eutymia.html?page_id=125595, Detská psychiatria,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia Horskej záchrannej služby, Donovaly, Donovaly, (Horská záchranná služba)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-horskej-zachrannej-sluzby-donovaly-donovaly-horska-zachranna-sluzba.html?page_id=125345, Urgentná medicína,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (FRIDMED, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-fridmed.html?page_id=123867, Pediatria,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia Hasičského záchranného zboru, Komenského, Banská Bystrica, (Ministerstvo vnútra Slovenskej republiky)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-hasicskeho-zachranneho-zboru-komenskeho-banska-bystrica-ministerstvo-vnutra-slovenskej-republiky-1.html?page_id=120521, Urgentná medicína,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Selce, (MUDr. Eva Valašťanová)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-selce-mudr.-eva-valastanova.html?page_id=104368, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej gastroenterológie, hepatológie a výživy, Banská Bystrica, (SANITSTOM s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-gastroenterologie-hepatologie-a-vyzivy-banska-bystrica-sanitstom.html?page_id=100966," Pediatrická gastroenterológia, hepatológia a výživa",Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (KASPED, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-kasped.html?page_id=96748, Pediatria,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Slovenská Ľupča, (SOANRE, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-slovenska-lupca-soanre.html?page_id=96304, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, MUDr.Natália Bíliková, Banská Bystrica, (SANDAX s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-mudr.natalia-bilikova-banska-bystrica-sandax.html?page_id=96254, Pediatria,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (ROSAMED, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-rosamed.html?page_id=96221, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (PEDIATRIA SH s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-pediatria-sh.html?page_id=95983, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (PEDIATMED s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-pediatmed.html?page_id=95981, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MUDr. Katarína Golianová, spol. s r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-mudr.-katarina-golianova-spol.-s-r.o..html?page_id=95533, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej neurológie, MUDr. Mária Karovičová, Banská Bystrica, (MUDr. Mária Karovičová, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-neurologie-mudr.-maria-karovicova-banska-bystrica-mudr.-maria-karovicova.html?page_id=95224," Pediatrická neurológia, Neurológia",Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MUDr. Ivančíková s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-mudr.-ivancikova-1.html?page_id=94892, Pediatria,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MUDr. Ivančíková s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-mudr.-ivancikova.html?page_id=94893, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MUDr. Eva Valašťanová)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-mudr.-eva-valastanova.html?page_id=94794, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MUDr. Eva Ondrušová)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-mudr.-eva-ondrusova.html?page_id=94784, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MDclinic 03 s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-mdclinic-03.html?page_id=94755, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MIGOLD s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-migold.html?page_id=94475, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Nemce, (MIGOLD s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-nemce-migold.html?page_id=94472, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MEDICAL BB s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-medical-bb-1.html?page_id=94315, Pediatria,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MEDICAL BB s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-medical-bb.html?page_id=94316, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (MADA ZDRAV s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-mada-zdrav.html?page_id=94229, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (JAROMED, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-jaromed.html?page_id=94053," Pediatria, Všeobecná starostlivosť o deti a dorast",Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Čerín, (EVAMEDEA, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-cerin-evamedea.html?page_id=93739, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Hrochoť, (EVAMEDEA, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-hrochot-evamedea.html?page_id=93737, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (EVAMEDEA, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-evamedea.html?page_id=93738, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia pediatrickej endokrinológie a diabetológie a porúch látkovej premeny a výživy, Banská Bystrica, (endokrino, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-endokrinologie-a-diabetologie-a-poruch-latkovej-premeny-a-vyzivy-banska-bystrica-endokrino.html?page_id=93702," Pediatrická endokrinológia a diabetológia, poruchy látkovej premeny a výživy",Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (BUDS, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-buds.html?page_id=93417, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (BILIKMED s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-bilikmed.html?page_id=93398, Všeobecná starostlivosť o deti a dorast,Banskobystricky,Banská Bystrica,1,0,1
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (BEOMED, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-beomed.html?page_id=93390, Pediatria,Banskobystricky,Banská Bystrica,1,0,1
"Ambulancia rýchlej lekárskej pomoci, Myjava, (Nemocnica s poliklinikou Myjava so sídlom v Myjave)",https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/myjava/ambulancia-rychlej-lekarskej-pomoci-myjava-nemocnica-s-poliklinikou-myjava-so-sidlom-v-myjave.html?page_id=132595, Rýchla lekárska pomoc,Trenčiansky,Myjava,1,5,36
"Ambulancia rýchlej zdravotnej pomoci, Brezová pod Bradlom, (LSE - Life Star Emergency, s.r.o.)",https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/myjava/ambulancia-rychlej-zdravotnej-pomoci-brezova-pod-bradlom-lse-life-star-emergency.html?page_id=132062, Rýchla zdravotná pomoc,Trenčiansky,Myjava,1,5,36
"Všeobecná ambulancia pre deti a dorast, MUDr. Tatiana Glasová, Myjava, (TAMED, s.r.o.)",https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/myjava/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-tatiana-glasova-myjava-tamed.html?page_id=123978, Všeobecná starostlivosť o deti a dorast,Trenčiansky,Myjava,1,5,36
"Všeobecná ambulancia pre deti a dorast, MUDr. Jana Košíková, Myjava, (JanEmma Med Garden s. r. o.)",https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/myjava/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-jana-kosikova-myjava-janemma-med-garden-s.-r.-o..html?page_id=64169, Všeobecná starostlivosť o deti a dorast,Trenčiansky,Myjava,1,5,36
"Ambulancia pediatrickej kardiológie, MUDr. Elena Ondrisková, Myjava, (MUDr. Elena Ondrisková)",https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/myjava/ambulancia-pediatrickej-kardiologie-mudr.-elena-ondriskova-myjava-mudr.-elena-ondriskova.html?page_id=63861, Pediatrická kardiológia,Trenčiansky,Myjava,1,5,36
"Všeobecná ambulancia pre deti a dorast, MUDr. Oľga Kováčová, Myjava, (ProMedic Centrum s.r.o.)",https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/myjava/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-olga-kovacova-myjava-promedic-centrum.html?page_id=63859, Všeobecná starostlivosť o deti a dorast,Trenčiansky,Myjava,1,5,36
"Všeobecná ambulancia pre deti a dorast, MUDr. Vladimíra Skalická, Vrbovce, (MUDr. Vladimíra Skalická)",https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/myjava/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-vladimira-skalicka-vrbovce-mudr.-vladimira-skalicka.html?page_id=63856, Všeobecná starostlivosť o deti a dorast,Trenčiansky,Myjava,1,5,36
"Ambulancia pediatrickej neurológie, Myjava, (Nemocnica s poliklinikou Myjava so sídlom v Myjave)",https://www.e-vuc.sk/tsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/myjava/ambulancia-pediatrickej-neurologie-myjava-nemocnica-s-poliklinikou-myjava-so-sidlom-v-myjave.html?page_id=63039, Pediatrická neurológia,Trenčiansky,Myjava,1,5,36
