title,doctor_url,specialization,kraj,okres,pediater,kraj_id,okres_id,doctor_id,info,open_hours,lat,lng
"Všeobecná ambulancia pre deti a dorast, Galanta, (DaduLienka, s.r.o.)",https://www.e-vuc.sk/ttsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/galanta/vseobecna-ambulancia-pre-deti-a-dorast-galanta-dadulienka.html?page_id=85611, Všeobecná starostlivosť o deti a dorast,Trnavský,Galanta,1,6,14,62-47241578-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '62-47241578-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Hodská\n373/38\n92401\nGalanta', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'DaduLienka, s.r.o.\nSeverná\n7\n90025\nChorvátsky Grob\nIČO: 47241578', 'Telefón': '+421 317833639'}","Telefón platnosť od: 01.10.2019
Pondelok: 7:00-12:30
Utorok: 7:00-14:30
Streda: 7:00-15:30
Štvrtok: 7:00-15:30
Piatok: 7:00-12:00
Sobota: neordinuje
Nedeľa: neordinuje",48.1955962,17.7208569
"Všeobecná ambulancia pre deti a dorast, Sládkovičovo, (ARCLINIC s. r. o.)",https://www.e-vuc.sk/ttsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/galanta/vseobecna-ambulancia-pre-deti-a-dorast-sladkovicovo-arclinic-s.-r.-o..html?page_id=85493, Všeobecná starostlivosť o deti a dorast,Trnavský,Galanta,1,6,14,51-44157762-A0002,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '51-44157762-A0002', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Jána Dalloša\n1354/2\n92521\nSládkovičovo', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'ARCLINIC s. r. o.\nPoľovnícka\n14\n90024\nVeľký Biel\nIČO: 44157762'}","Poskytovateľ platnosť od: 19.03.2010
Pondelok: 13:00-16:00
Utorok: 8:00-11:30
Streda: 13:00-16:00
Štvrtok: 13:00-16:3014,30 - 16,30 hod. poradňa
Piatok: 8:00-11:30
Sobota: neordinuje
Nedeľa: neordinuje",48.1963623,17.6353144
"Všeobecná ambulancia pre deti a dorast, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=141526, Pediatria,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0050,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '51-37957937-A0050', 'Odborné zameranie': 'pediatria', 'Miesto prevádzkovania': 'DFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk'}","Poskytovateľ platnosť od: 01.11.2021
Poskytovateľ Všeobecná ambulancia pre deti a dorast
Pondelok: 7:00-12:00  ||12:30-15:00
Utorok: 7:00-12:00  ||12:30-15:00
Streda: 7:00-12:00  ||12:30-15:00
Štvrtok: 7:00-12:00  ||12:30-15:00
Piatok: 7:00-12:00  ||12:30-15:00návšteva pacientov
Sobota: neordinuje
Nedeľa: neordinuje",48.7429496,19.1184623
"Ambulancia rýchlej zdravotnej pomoci, Staré Hory, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-zdravotnej-pomoci-stare-hory-zachranna-zdravotna-sluzba-bratislava.html?page_id=135192, Rýchla zdravotná pomoc,Banskobystricky,Banská Bystrica,1,0,1,72-17336210-A0315,"{'Druh zariadenia': 'ambulancia rýchlej zdravotnej pomoci', 'Identifikátor': '72-17336210-A0315', 'Odborné zameranie': 'rýchla zdravotná pomoc', 'Miesto prevádzkovania': '0\nStaré Hory', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Záchranná zdravotná služba Bratislava\nAntolská\n3360/11\n85007\nBratislava - mestská časť Petržalka\nIČO: 17336210\nwww.emergency-ba.sk'}",,48.8339008,19.1122374
"Ambulancia rýchlej lekárskej pomoci, Banská Bystrica 1, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-lekarskej-pomoci-banska-bystrica-1-zachranna-zdravotna-sluzba-bratislava.html?page_id=135193, Rýchla lekárska pomoc,Banskobystricky,Banská Bystrica,1,0,1,72-17336210-A0314,"{'Druh zariadenia': 'ambulancia rýchlej lekárskej pomoci', 'Identifikátor': '72-17336210-A0314', 'Odborné zameranie': 'rýchla lekárska pomoc', 'Miesto prevádzkovania': '1\nBanská Bystrica', 'Poisťovne': '', 'Poskytovateľ': 'Záchranná zdravotná služba Bratislava\nAntolská\n3360/11\n85007\nBratislava - mestská časť Petržalka\nIČO: 17336210\nwww.emergency-ba.sk'}",,48.7362770,19.1461917
"Ambulancia rýchlej lekárskej pomoci, Banská Bystrica 2, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-lekarskej-pomoci-banska-bystrica-2-zachranna-zdravotna-sluzba-bratislava.html?page_id=134833, Rýchla lekárska pomoc,Banskobystricky,Banská Bystrica,1,0,1,72-17336210-A0239,"{'Druh zariadenia': 'ambulancia rýchlej lekárskej pomoci', 'Identifikátor': '72-17336210-A0239', 'Odborné zameranie': 'rýchla lekárska pomoc', 'Miesto prevádzkovania': '2\nBanská Bystrica', 'Poisťovne': '', 'Poskytovateľ': 'Záchranná zdravotná služba Bratislava\nAntolská\n3360/11\n85007\nBratislava - mestská časť Petržalka\nIČO: 17336210\nwww.emergency-ba.sk'}",,48.7362770,19.1461917
"Ambulancia rýchlej zdravotnej pomoci, Banská Bystrica 4, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-zdravotnej-pomoci-banska-bystrica-4-zachranna-zdravotna-sluzba-bratislava.html?page_id=134747, Rýchla zdravotná pomoc,Banskobystricky,Banská Bystrica,1,0,1,72-17336210-A0192,"{'Druh zariadenia': 'ambulancia rýchlej zdravotnej pomoci', 'Identifikátor': '72-17336210-A0192', 'Odborné zameranie': 'rýchla zdravotná pomoc', 'Miesto prevádzkovania': '4\nBanská Bystrica', 'Poisťovne': '', 'Poskytovateľ': 'Záchranná zdravotná služba Bratislava\nAntolská\n3360/11\n85007\nBratislava - mestská časť Petržalka\nIČO: 17336210\nwww.emergency-ba.sk'}",,48.7362770,19.1461917
"Ambulancia rýchlej zdravotnej pomoci „S“, Banská Bystrica 5, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-zdravotnej-pomoci-s-banska-bystrica-5-zachranna-zdravotna-sluzba-bratislava.html?page_id=132780, Rýchla zdravotná pomoc „S“,Banskobystricky,Banská Bystrica,1,0,1,72-17336210-A0084,"{'Druh zariadenia': 'ambulancia rýchlej zdravotnej pomoci „S“', 'Identifikátor': '72-17336210-A0084', 'Odborné zameranie': 'rýchla zdravotná pomoc „S“', 'Miesto prevádzkovania': '5\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Záchranná zdravotná služba Bratislava\nAntolská\n3360/11\n85007\nBratislava - mestská časť Petržalka\nIČO: 17336210\nwww.emergency-ba.sk'}",,48.7362770,19.1461917
"Ambulancia rýchlej zdravotnej pomoci „S“, Banská Bystrica 6, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-zdravotnej-pomoci-s-banska-bystrica-6-zachranna-zdravotna-sluzba-bratislava.html?page_id=132777, Rýchla zdravotná pomoc „S“,Banskobystricky,Banská Bystrica,1,0,1,72-17336210-A0085,"{'Druh zariadenia': 'ambulancia rýchlej zdravotnej pomoci „S“', 'Identifikátor': '72-17336210-A0085', 'Odborné zameranie': 'rýchla zdravotná pomoc „S“', 'Miesto prevádzkovania': '6\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Záchranná zdravotná služba Bratislava\nAntolská\n3360/11\n85007\nBratislava - mestská časť Petržalka\nIČO: 17336210\nwww.emergency-ba.sk'}",,48.7362770,19.1461917
"Ambulancia rýchlej zdravotnej pomoci „S“, Banská Bystrica 7, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-zdravotnej-pomoci-s-banska-bystrica-7-zachranna-zdravotna-sluzba-bratislava.html?page_id=132779, Rýchla zdravotná pomoc „S“,Banskobystricky,Banská Bystrica,1,0,1,72-17336210-A0086,"{'Druh zariadenia': 'ambulancia rýchlej zdravotnej pomoci „S“', 'Identifikátor': '72-17336210-A0086', 'Odborné zameranie': 'rýchla zdravotná pomoc „S“', 'Miesto prevádzkovania': '7\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Záchranná zdravotná služba Bratislava\nAntolská\n3360/11\n85007\nBratislava - mestská časť Petržalka\nIČO: 17336210\nwww.emergency-ba.sk'}",,48.7338143,19.1506870
"Ambulancia rýchlej zdravotnej pomoci, Banská Bystrica 3, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-zdravotnej-pomoci-banska-bystrica-3-zachranna-zdravotna-sluzba-bratislava.html?page_id=132723, Rýchla zdravotná pomoc,Banskobystricky,Banská Bystrica,1,0,1,72-17336210-A0071,"{'Druh zariadenia': 'ambulancia rýchlej zdravotnej pomoci', 'Identifikátor': '72-17336210-A0071', 'Odborné zameranie': 'rýchla zdravotná pomoc', 'Miesto prevádzkovania': '3\nBanská Bystrica', 'Poisťovne': '', 'Poskytovateľ': 'Záchranná zdravotná služba Bratislava\nAntolská\n3360/11\n85007\nBratislava - mestská časť Petržalka\nIČO: 17336210\nwww.emergency-ba.sk'}",,48.7362770,19.1461917
"Ambulancia rýchlej zdravotnej pomoci, Brusno, (Nemocnica s poliklinikou Brezno, n.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-rychlej-zdravotnej-pomoci-brusno-nemocnica-s-poliklinikou-brezno-n.o..html?page_id=132720, Rýchla zdravotná pomoc,Banskobystricky,Banská Bystrica,1,0,1,72-31908969-A0076,"{'Druh zariadenia': 'ambulancia rýchlej zdravotnej pomoci', 'Identifikátor': '72-31908969-A0076', 'Odborné zameranie': 'rýchla zdravotná pomoc', 'Miesto prevádzkovania': '0\nBrusno', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Nemocnica s poliklinikou Brezno, n.o.\nBanisko\n273/1\n97701\nBrezno\nIČO: 31908969\nwww.nspbr.sk'}",,48.7907048,19.3873221
"Všeobecná ambulancia pre deti a dorast, Brusno, (SOANRE, s.r.o.)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/vseobecna-ambulancia-pre-deti-a-dorast-brusno-soanre.html?page_id=132333, Pediatria,Banskobystricky,Banská Bystrica,1,0,1,66-36633364-A0003,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '66-36633364-A0003', 'Odborné zameranie': 'pediatria', 'Miesto prevádzkovania': '0/352\n97662\nBrusno', 'Poisťovne': 'VšZP, Dôvera', 'Poskytovateľ': 'SOANRE, s.r.o.\n1.mája\n2\nSlovenská Ľupča\nIČO: 36633364', 'Telefón': '0910641499'}","Telefón platnosť od: 14.03.2008
Pondelok: neordinuje
Utorok: 11:30-13:00
Streda: neordinuje
Štvrtok: 11:30-13:00
Piatok: 11:30-13:0011:30-12:00-poradňa pre deti do 2 rokov
Sobota: neordinuje
Nedeľa: neordinuje",48.7907048,19.3873221
"Ambulancia Hasičského záchranného zboru, Komenského, Banská Bystrica, (Ministerstvo vnútra Slovenskej republiky)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-hasicskeho-zachranneho-zboru-komenskeho-banska-bystrica-ministerstvo-vnutra-slovenskej-republiky.html?page_id=131656, Urgentná medicína,Banskobystricky,Banská Bystrica,1,0,1,51-00151866-A0050,"{'Druh zariadenia': 'špecializovaná ambulancia Hasičského záchranného zboru', 'Identifikátor': '51-00151866-A0050', 'Odborné zameranie': 'urgentná medicína', 'Miesto prevádzkovania': 'Komenského\n1001/27\n97401\nBanská Bystrica', 'Poisťovne': '', 'Poskytovateľ': 'Ministerstvo vnútra Slovenskej republiky\nPribinova\n2\n81272\nBratislava - mestská časť Staré Mesto\nIČO: 00151866\nwww.minv.sk'}",,48.7401030,19.1474851
"Pediatrická ambulancia, MUDr. Mošková Milada, Banská Bystrica, (Fakultná nemocnica s poliklinikou F. D. Roosevelta Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/pediatricka-ambulancia-mudr.-moskova-milada-banska-bystrica-fakultna-nemocnica-s-poliklinikou-f.-d.-roosevelta-banska-bystrica.html?page_id=131270," Pediatria, Neonatológia",Banskobystricky,Banská Bystrica,1,0,1,51-00165549-A0086,"{'Druh zariadenia': 'pediatrická ambulancia', 'Identifikátor': '51-00165549-A0086', 'Odborné zameranie': 'pediatria\nneonatológia', 'Lekári sestry': 'MUDr. Mošková Milada (lekár)', 'Miesto prevádzkovania': 'Námestie Ludvika Svobodu\n3865/1\n97401\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Fakultná nemocnica s poliklinikou F. D. Roosevelta Banská Bystrica\nNámestie Ludvika Svobodu\n3865/1\n97517\nBanská Bystrica\nIČO: 00165549'}","Poskytovateľ platnosť od: 15.06.2020
Poskytovateľ Pediatrická ambulancia (Ambulancia pre deti s pernatálnou patológiou a rizikom)
Pondelok: neordinuje
Utorok: 8:00-13:00  ||13:30-15:00
Streda: 8:00-13:00  ||13:30-15:00
Štvrtok: neordinuje
Piatok: neordinuje
Sobota: neordinuje
Nedeľa: neordinuje",48.7431959,19.1205271
"Ambulancia pediatrickej neurológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-neurologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130316, Pediatrická neurológia,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0015,"{'Druh zariadenia': 'ambulancia pediatrickej neurológie', 'Identifikátor': '51-37957937-A0015', 'Odborné zameranie': 'pediatrická neurológia', 'Miesto prevádzkovania': '1. poschodie, č.dv. 137\nDFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk', 'Telefón': '+421 484726538'}","Telefón platnosť od: 01.04.2021
Telefón Ambulancia pediatrickej neurológie
Pondelok: 7:30-13:30  ||14:00-15:30
Utorok: 7:30-13:30  ||14:00-15:30
Streda: 7:30-13:30  ||14:00-15:30
Štvrtok: 7:30-13:30  ||14:00-15:30
Piatok: 7:30-13:30  ||14:00-15:30
Sobota: neordinuje
Nedeľa: neordinuje",48.7429496,19.1184623
"Ambulancia pediatrickej oftalmológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-oftalmologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130317, Pediatrická oftalmológia,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0020,"{'Druh zariadenia': 'ambulancia pediatrickej oftalmológie', 'Identifikátor': '51-37957937-A0020', 'Odborné zameranie': 'pediatrická oftalmológia', 'Lekári sestry': 'MUDr. Jana Melocíková (lekár)\nZita Kramolišová (sestra)\nTatiana Ilavská (sestra)', 'Miesto prevádzkovania': 'I. posch., č.dv. 109\nDFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk', 'Telefón': '+421 484726514'}","Telefón platnosť od: 01.11.2019
Telefón Ambulancia pediatrickej oftalmológie
Pondelok: neordinuje
Utorok: neordinuje
Streda: neordinuje
Štvrtok: 7:00-12:30  ||13:00-15:00
Piatok: 7:00-12:30  ||13:00-15:00
Sobota: neordinuje
Nedeľa: neordinuje",48.7429496,19.1184623
"Ambulancia pediatrickej pneumológie a ftizeológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-pneumologie-a-ftizeologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130319, Pediatrická pneumológia a ftizeológia,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0016,"{'Druh zariadenia': 'ambulancia pediatrickej pneumológie a ftizeológie', 'Identifikátor': '51-37957937-A0016', 'Odborné zameranie': 'pediatrická pneumológia a ftizeológia', 'Miesto prevádzkovania': 'DFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk', 'Telefón': '+421 484726570'}","Telefón platnosť od: 01.06.2022
Telefón Ambulancia pediatrickej pneumológie a ftizeológie
Pondelok: 7:30-13:00  ||13:30-14:45ordinačná doba poobede do 14:40h
Utorok: 7:30-13:00  ||13:30-14:45ordinačná doba poobede do 14:40h
Streda: 7:30-13:00  ||13:30-14:45ordinačná doba poobede do 14:40h
Štvrtok: 7:30-13:00  ||13:30-14:45ordinačná doba poobede do 14:40h
Piatok: 7:30-13:00  ||13:30-14:45ordinačná doba poobede do 14:40h
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: v systéme sa nedá nahrať ordinačná doba poobede do 14:40h,
správna ordinačná doba je poznačená v poznámke",48.7429496,19.1184623
"Ambulancia pediatrickej reumatológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-reumatologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130320, Pediatrická reumatológia,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0017,"{'Druh zariadenia': 'ambulancia pediatrickej reumatológie', 'Identifikátor': '51-37957937-A0017', 'Odborné zameranie': 'pediatrická reumatológia', 'Miesto prevádzkovania': '1. poschodie, č.dv. 136\nDFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk', 'Telefón': '+421 484726590'}","Telefón platnosť od: 01.10.2022
Telefón Ambulancia pediatrickej reumatológie
Pondelok: 7:30-12:00  ||12:30-15:30
Utorok: 7:30-12:00  ||12:30-15:30
Streda: 7:30-12:00  ||12:30-15:30
Štvrtok: neordinuje
Piatok: neordinuje
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: platnosť od: 01.06.2021do: 30.09.2022
Nedeľa: Ambulancia pediatrickej reumatológie
Pondelok: 7:30-12:00  ||12:30-15:30
Utorok: 7:30-12:00  ||12:30-15:30
Streda: 7:30-12:00  ||12:30-15:30
Štvrtok: 7:30-12:00  ||12:30-15:30
Piatok: neordinuje
Sobota: neordinuje
Nedeľa: neordinuje",48.7429496,19.1184623
"Ambulancia pediatrickej urológie, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/ambulancia-pediatrickej-urologie-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130321, Pediatrická urológia,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0018,"{'Druh zariadenia': 'ambulancia pediatrickej urológie', 'Identifikátor': '51-37957937-A0018', 'Odborné zameranie': 'pediatrická urológia', 'Miesto prevádzkovania': 'I. posch., č. dv. 131\nDFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk', 'Telefón': '+421 484726521', 'Email': 'urolog@dfnbb.sk'}","Email platnosť od: 01.09.2021
Email Ambulancia pediatrickej urológie
Pondelok: 7:00-12:30  ||13:00-15:00
Utorok: neordinuje
Streda: 7:00-12:30  ||13:00-15:00
Štvrtok: 7:00-12:30  ||13:00-15:00
Piatok: neordinuje
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: http://www.detskanemocnica.sk/urologicka",48.7429496,19.1184623
"Pediatrická ambulancia, MUDr. Dagmar Kadlečková, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/pediatricka-ambulancia-mudr.-dagmar-kadleckova-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130326, Pediatria,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0026,"{'Druh zariadenia': 'pediatrická ambulancia', 'Identifikátor': '51-37957937-A0026', 'Odborné zameranie': 'pediatria', 'Lekári sestry': 'MUDr. Dagmar Kadlečková (lekár)\nAndrea Janičinová (sestra)', 'Miesto prevádzkovania': 'prízemie, č.dv. 015\nDFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk', 'Telefón': '+421 484726550'}","Telefón platnosť od: 17.08.2016
Pondelok: 7:30-13:00  ||13:30-15:30
Utorok: 7:30-13:00  ||13:30-15:30
Streda: 7:30-13:00  ||13:30-15:30
Štvrtok: 7:30-13:00  ||13:30-15:30
Piatok: 7:30-13:00  ||13:30-15:30
Sobota: neordinuje
Nedeľa: neordinuje",48.7429496,19.1184623
"Stacionár, pediatrická nefrológia, MUDr. Martin Dluholucký, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/stacionar-pediatricka-nefrologia-mudr.-martin-dluholucky-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130327, Pediatrická nefrológia,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0047,"{'Druh zariadenia': 'stacionár', 'Identifikátor': '51-37957937-A0047', 'Odborné zameranie': 'pediatrická nefrológia', 'Lekári sestry': 'MUDr. Martin Dluholucký (lekár)', 'Miesto prevádzkovania': 'II. poschodie\nDFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk'}",,48.7429496,19.1184623
"Jednodňová zdravotná starostlivosť, pediatrická oftalmológia, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/jednodnova-zdravotna-starostlivost-pediatricka-oftalmologia-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130328, Pediatrická oftalmológia,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0046,"{'Druh zariadenia': 'zariadenie na poskytovanie jednodňovej zdravotnej starostlivosti', 'Identifikátor': '51-37957937-A0046', 'Odborné zameranie': 'pediatrická oftalmológia', 'Miesto prevádzkovania': 'DFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk'}",,48.7429496,19.1184623
"Jednodňová zdravotná starostlivosť, pediatrická otorinolaryngológia, Banská Bystrica, (Detská fakultná nemocnica s poliklinikou Banská Bystrica)",https://www.e-vuc.sk/bbsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/banska-bystrica/jednodnova-zdravotna-starostlivost-pediatricka-otorinolaryngologia-banska-bystrica-detska-fakultna-nemocnica-s-poliklinikou-banska-bystrica.html?page_id=130329, Pediatrická otorinolaryngológia,Banskobystricky,Banská Bystrica,1,0,1,51-37957937-A0045,"{'Druh zariadenia': 'zariadenie na poskytovanie jednodňovej zdravotnej starostlivosti', 'Identifikátor': '51-37957937-A0045', 'Odborné zameranie': 'pediatrická otorinolaryngológia', 'Miesto prevádzkovania': 'DFNsP BB\nNámestie Ludvika Svobodu\n6818/4\n97409\nBanská Bystrica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Detská fakultná nemocnica s poliklinikou Banská Bystrica\nNámestie L. Svobodu\n4\n97409\nBanská Bystrica\nIČO: 37957937\nwww.detskanemocnica.sk'}",,48.7429496,19.1184623
