doctor_id,info,open_hours,lat,lng,adresa,title,doctor_url,specialization,kraj,okres,pediater,kraj_id,okres_id
72-36331023-A0039,"{'Druh zariadenia': 'ambulancia rýchlej zdravotnej pomoci', 'Identifikátor': '72-36331023-A0039', 'Odborné zameranie': 'rýchla zdravotná pomoc', 'Miesto prevádzkovania': '0\nTurzovka', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'RZP, a.s.\nLegionárska\n7158/5\n91101\nTrenčín\nIČO: 36331023\nwww.rzp.sk'}",,49.4033248,18.6249343,"0
Turzovka","Ambulancia rýchlej zdravotnej pomoci, Turzovka, (RZP, a.s.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/ambulancia-rychlej-zdravotnej-pomoci-turzovka-rzp-a.s..html?page_id=132568, Rýchla zdravotná pomoc,Žilinský,Čadca,1,7,74
72-17336210-A0020,"{'Druh zariadenia': 'ambulancia rýchlej lekárskej pomoci', 'Identifikátor': '72-17336210-A0020', 'Odborné zameranie': 'rýchla lekárska pomoc', 'Miesto prevádzkovania': '1\nČadca', 'Poisťovne': '', 'Poskytovateľ': 'Záchranná zdravotná služba Bratislava\nAntolská\n3360/11\n85007\nBratislava - mestská časť Petržalka\nIČO: 17336210\nwww.emergency-ba.sk'}",,49.4265261,18.8337146,"1
Čadca","Ambulancia rýchlej lekárskej pomoci, Čadca 1, (Záchranná zdravotná služba Bratislava)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/ambulancia-rychlej-lekarskej-pomoci-cadca-1-zachranna-zdravotna-sluzba-bratislava.html?page_id=132538, Rýchla lekárska pomoc,Žilinský,Čadca,1,7,74
65-17335469-A0046,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-17335469-A0046', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Lekári sestry': 'MUDr. Katarína Kalinová', 'Miesto prevádzkovania': 'Palárikova\n2311\n02216\nČadca', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Kysucká nemocnica s poliklinikou Čadca\nPalárikova\n2311\n02216\nČadca\nIČO: 17335469\nwww.kysuckanemocnica.sk', 'Telefón': '+421 41 46 04 676'}","Telefón platnosť od: 01.07.2021
Telefón Všeobecná ambulancia pre deti a dorast, KNsP Čadca
Pondelok: 7:00-12:00  ||12:30-15:00
Utorok: 7:00-12:00  ||12:30-15:00
Streda: 7:00-12:00  ||12:30-15:00
Štvrtok: 7:00-12:00  ||12:30-15:00
Piatok: 7:00-12:00  ||12:30-15:00
Sobota: neordinuje
Nedeľa: neordinuje",49.4389582,18.7710052,"Palárikova
2311
02216
Čadca","Všeobecná ambulancia pre deti a dorast, Čadca, (Kysucká nemocnica s poliklinikou Čadca)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-cadca-kysucka-nemocnica-s-poliklinikou-cadca.html?page_id=130376, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-36412031-A0002,"{'Druh zariadenia': 'ambulancia pediatrickej gynekológie', 'Identifikátor': '65-36412031-A0002', 'Odborné zameranie': 'pediatrická gynekológia', 'Miesto prevádzkovania': 'Moyzesova\n1441\n02201\nČadca', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'PrimaGyn, s.r.o.\nMoyzesova\n1441\n02201\nČadca\nIČO: 36412031\nwww.zzz.sk', 'Telefón': '+421 911855744'}","Telefón platnosť od: 01.12.2017
Telefón PrimaGyn s.r.o.
Pondelok: 14:00-14:15
Utorok: neordinuje
Streda: 15:00-15:15
Štvrtok: 14:00-14:15
Piatok: 12:30-12:45
Sobota: neordinuje
Nedeľa: neordinuje",49.4398642,18.7875238,"Moyzesova
1441
02201
Čadca","Ambulancia pediatrickej gynekológie, Čadca, (PrimaGyn, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/ambulancia-pediatrickej-gynekologie-cadca-primagyn.html?page_id=96968, Pediatrická gynekológia,Žilinský,Čadca,1,7,74
65-36437697-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36437697-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Čierne\n169\n02313\nČierne', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'ŽIVOT, s.r.o.\n169\n02313\nČierne\nIČO: 36437697', 'Telefón': '+421 907169635\n+421 918260500'}","Telefón platnosť od: 01.11.2017
Pondelok: 7:00-17:00
Utorok: 7:00-12:30
Streda: 7:00-15:00
Štvrtok: 7:00-13:00
Piatok: 7:00-12:30
Sobota: neordinuje
Nedeľa: neordinuje",49.4933911,18.8190005,"Čierne
169
02313
Čierne","Všeobecná ambulancia pre deti a dorast, Čierne, (ŽIVOT, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-cierne-zivot.html?page_id=74429, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-47240733-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-47240733-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Palárikova\n2678\n02201\nČadca', 'Poisťovne': 'VšZP, Dôvera', 'Poskytovateľ': 'SANTMED s.r.o.\nPalárikova\n2678\n02201\nČadca\nIČO: 47240733', 'Telefón': '+421 414604504'}","Telefón platnosť od: 25.04.2014
Pondelok: 7:00-12:30  ||13:00-15:00od 7,00 do 8,00 odbery, od 8,00 do 12,30 kuratíva, od 13,00 do 15,00 návštevy, administratíva
Utorok: 7:00-12:30  ||13:00-15:00od 7,00 do 8,00 odbery, od 8,00 do 12,30 kuratíva, od 13,00 do 15,00 poradňa
Streda: 7:00-12:30  ||13:00-15:00od 7,00 do 8,00 odbery, od 8,00 do 12,30 kuratíva, od 13,00 do 15,00 návštevy, administratíva
Štvrtok: 7:00-12:30  ||13:00-15:00od 7,00 do 8,00 odbery, od 8,00 do 12,30 kuratíva, od 13,00 do 15,00 školská zdravotná služba
Piatok: 7:00-12:30  ||13:00-15:00od 7,00 do 8,00 odbery, od 8,00 do 12,30 kuratíva, od 13,00 do 15,00 návštevy, administratíva
Sobota: neordinuje
Nedeľa: neordinuje",49.4386552,18.7714931,"Palárikova
2678
02201
Čadca","Všeobecná ambulancia pre deti a dorast, Čadca, (SANTMED s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-cadca-santmed.html?page_id=74338, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-36437735-A0001,"{'Druh zariadenia': 'ambulancia detskej psychiatrie', 'Identifikátor': '65-36437735-A0001', 'Odborné zameranie': 'detská psychiatria', 'Miesto prevádzkovania': 'Palárikova\n2311\n02201\nČadca', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'PEMAPE, s.r.o.\n1389\n02301\nOščadnica\nIČO: 36437735', 'Telefón': '+421 414604166'}","Telefón platnosť od: 13.02.2013
Pondelok: 7:00-11:00  ||11:30-15:30
Utorok: 7:00-11:00  ||11:30-15:30
Streda: 7:00-11:00  ||11:30-15:30
Štvrtok: 7:00-11:00  ||11:30-15:30
Piatok: 7:00-11:00  ||11:30-15:30
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: 7:00-7:30 príprava
14:30-15:30 administratíva",49.4389582,18.7710052,"Palárikova
2311
02201
Čadca","Ambulancia detskej psychiatrie, Čadca, (PEMAPE, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/ambulancia-detskej-psychiatrie-cadca-pemape.html?page_id=74290, Detská psychiatria,Žilinský,Čadca,1,7,74
65-36434051-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36434051-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'NsP\nPalárikova\n2311\n02201\nČadca', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'PED-ČADCA, s.r.o.\nPalárikova\n2311\n02201\nČadca\nIČO: 36434051', 'Telefón': '+414604109'}","Telefón platnosť od: 06.09.2021
Pondelok: 8:00-14:00
Utorok: 8:00-16:00
Streda: 8:00-12:00
Štvrtok: 8:00-14:00
Piatok: 8:00-14:00
Sobota: neordinuje
Nedeľa: neordinuje",49.4389582,18.7710052,"NsP
Palárikova
2311
02201
Čadca","Všeobecná ambulancia pre deti a dorast, Čadca, (PED-ČADCA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-cadca-ped-cadca.html?page_id=74283, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-35655461-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-35655461-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Oščadnica\n1219\n02301\nOščadnica', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Jarmila Pribylincová\nIČO: 35655461', 'Mobil': '+421 905559121'}","Mobil platnosť od: 23.04.2019
Pondelok: 7:00-13:00
Utorok: 7:00-12:00  ||13:00-16:00
Streda: 7:00-12:00  ||13:00-15:30
Štvrtok: 7:00-12:00  ||13:00-15:30
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.4383342,18.8866130,"Oščadnica
1219
02301
Oščadnica","Všeobecná ambulancia pre deti a dorast, Oščadnica, (MUDr. Jarmila Pribylincová)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-oscadnica-mudr.-jarmila-pribylincova.html?page_id=74061, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-36431966-A0002,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36431966-A0002', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Zborov nad Bystricou\n224\n02303\nZborov nad Bystricou', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MEDIL, s.r.o.\nPodzávoz\n3026\n02201\nČadca\nIČO: 36431966', 'Telefón': '+421 414391344'}","Telefón platnosť od: 19.03.2018
Pondelok: 7:00-15:00
Utorok: 7:00-15:00
Streda: 7:00-14:00
Štvrtok: 7:00-14:00
Piatok: 7:00-12:00
Sobota: neordinuje
Nedeľa: neordinuje",49.3807075,18.8844955,"Zborov nad Bystricou
224
02303
Zborov nad Bystricou","Všeobecná ambulancia pre deti a dorast, Zborov nad Bystricou, (MEDIL, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-zborov-nad-bystricou-medil.html?page_id=73915, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-36431966-A0003,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36431966-A0003', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Ústredie\n1149\n02314\nSkalité', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MEDIL, s.r.o.\nPodzávoz\n3026\n02201\nČadca\nIČO: 36431966', 'Telefón': '+421 904912758\n+421 414376239'}","Telefón platnosť od: 19.03.2018
Pondelok: 7:00-15:00
Utorok: 7:00-15:00
Streda: 7:00-13:00
Štvrtok: 7:00-14:00
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.4961443,18.9182732,"Ústredie
1149
02314
Skalité","Všeobecná ambulancia pre deti a dorast, Skalité, (MEDIL, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-skalite-medil.html?page_id=73916, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-36736741-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36736741-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Raková\n199\n02351\nRaková', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'J.B.V., s.r.o.\nJána Kollára\n2456\n02201\nČadca\nIČO: 36736741', 'Telefón': '+421 414341069'}","Telefón platnosť od: 28.04.2016
Pondelok: 7:00-10:30  ||12:30-13:30
Utorok: 7:00-10:00  ||12:30-13:30
Streda: 7:00-10:00  ||12:30-13:30
Štvrtok: 7:00-10:00  ||12:30-13:00
Piatok: 7:00-10:00  ||12:30-13:30
Sobota: neordinuje
Nedeľa: neordinuje",49.4422723,18.7334725,"Raková
199
02351
Raková","Všeobecná ambulancia pre deti a dorast, Raková, (J.B.V., s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-rakova-j.b.v..html?page_id=73858, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-36436089-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36436089-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast\ndorastové lekárstvo', 'Miesto prevádzkovania': 'Stred\n41\n02354\nTurzovka', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'FERMIKA s.r.o.\nHlinené\n238\n02354\nTurzovka\nIČO: 36436089', 'Telefón': '+421 414308440'}","Telefón platnosť od: 09.11.2017
Pondelok: 7:30-15:00
Utorok: 7:30-17:00
Streda: 7:30-15:00
Štvrtok: 7:30-13:30
Piatok: 7:30-12:00
Sobota: neordinuje
Nedeľa: neordinuje",49.4041382,18.6233879,"Stred
41
02354
Turzovka","Všeobecná ambulancia pre deti a dorast, Turzovka, (FERMIKA s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-turzovka-fermika.html?page_id=73805," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Čadca,1,7,74
65-36363413-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36363413-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Poliklinka\nStred\n42\n02354\nTurzovka', 'Poisťovne': 'VšZP, Dôvera', 'Poskytovateľ': 'EM MEDICA, s.r.o.\nVyšný koniec\n27\n02354\nTurzovka\nIČO: 36363413', 'Telefón': '+42141 4308446'}","Telefón platnosť od: 24.01.2018
Pondelok: 7:00-15:00
Utorok: 7:00-14:00
Streda: 9:00-17:00
Štvrtok: 7:00-14:00
Piatok: 7:00-12:00
Sobota: neordinuje
Nedeľa: neordinuje",49.4050334,18.6248843,"Poliklinka
Stred
42
02354
Turzovka","Všeobecná ambulancia pre deti a dorast, Turzovka, (EM MEDICA, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-turzovka-em-medica.html?page_id=73793, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-47255951-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-47255951-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Palárikova\n2678\n02201\nČadca', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Petr Holub, s.r.o.\nPalárikova\n2678\n02201\nČadca\nIČO: 47255951', 'Telefón': '+421 414323638'}","Telefón platnosť od: 24.10.2014
Pondelok: 7:00-12:30  ||13:00-15:30od 7,00 do 12,30 kuratíva, od 12,30 do 13,00 obed, od 13,00 do 15,30 administratíva, návštevy
Utorok: 7:00-12:30  ||13:00-15:30od 7,00 do 10,00 kuratíva, od 10,00 do 12,30 ŠZS, od 12,30 do 13,00 obed, od 13,00 do 15,30 návštevy
Streda: 7:00-12:30  ||13:00-15:30od 7,00 do 12,30 kuratíva, od 12,30 do 13,00 obed, od 13,00 do 15,30 poradňa, návštevy
Štvrtok: 7:00-12:30  ||13:00-15:30od 7,00 do 12,30 kuratíva, od 12,30 do 13,00 obed, od 13,00 do 15,30 administratíva, návštevy
Piatok: 7:00-12:30  ||13:00-15:30od 7,00 do 12,30 kuratíva, od 12,30 do 13,00 obed, od 13,00 do 15,30 administratíva, návštevy
Sobota: neordinuje
Nedeľa: neordinuje",49.4386552,18.7714931,"Palárikova
2678
02201
Čadca","Všeobecná ambulancia pre deti a dorast, Čadca, (MUDr. Petr Holub, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-cadca-mudr.-petr-holub.html?page_id=66289, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-47256010-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-47256010-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast\ndorastové lekárstvo', 'Miesto prevádzkovania': 'Palárikova\n2311\n02201\nČadca', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Marta Štibrániová, s. r. o.\nPalárikova\n2311\n02201\nČadca\nIČO: 47256010', 'Telefón': '+421 414604106'}","Telefón platnosť od: 01.08.2019
Pondelok: 7:00-16:00
Utorok: 7:00-13:00
Streda: 7:00-15:00
Štvrtok: 7:00-13:00
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.4389582,18.7710052,"Palárikova
2311
02201
Čadca","Všeobecná ambulancia pre deti a dorast, Čadca, (MUDr. Marta Štibrániová, s. r. o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-cadca-mudr.-marta-stibraniova-s.-r.-o..html?page_id=66288," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Čadca,1,7,74
65-47255943-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-47255943-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': 'Palárikova\n2678\n02201\nČadca', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Margita Orságová, s.r.o.\nPalárikova\n2678\n02201\nČadca\nIČO: 47255943', 'Telefón': '+421 414331027'}","Telefón platnosť od: 24.10.2014
Pondelok: 7:00-13:30  ||13:30-15:30od 7,00 do 13,30 kuratíva, od 13,30 do 15,30 administratíva, návštevy
Utorok: 7:00-12:00  ||12:00-15:30od 7,00 do 12,00 kuratíva, od 12,00 do 15,30 poradňa
Streda: 7:00-13:30  ||13:30-15:30od 7,00 do 13,30 kuratíva, od 13,30 do 15,30 administratíva, návštevy
Štvrtok: 7:00-10:00  ||10:00-15:30od 7,00 do 10,00 kuratíva, od 10,00 do 15,30 školská zdravotná služba
Piatok: 7:00-13:30  ||13:30-15:30od 7,00 do 13,30 kuratíva, od 13,30 do 15,30 administratíva, návštevy
Sobota: neordinuje
Nedeľa: neordinuje
Nedeľa: obed: od 12,00 do 12,30",49.4386552,18.7714931,"Palárikova
2678
02201
Čadca","Všeobecná ambulancia pre deti a dorast, Čadca, (MUDr. Margita Orságová, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-cadca-mudr.-margita-orsagova.html?page_id=66287, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-47248971-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-47248971-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast\ndorastové lekárstvo', 'Miesto prevádzkovania': 'Moyzesova\n1441\n02201\nČadca', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'MUDr. Marta Tkáčová, spol. s.r.o.\nMoyzesova\n1441\n02201\nČadca\nIČO: 47248971', 'Telefón': '+421 414324211'}","Telefón platnosť od: 01.01.2019
Pondelok: 7:00-15:00
Utorok: 7:00-13:00
Streda: 7:00-13:00
Štvrtok: 7:00-16:00
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.4398642,18.7875238,"Moyzesova
1441
02201
Čadca","Všeobecná ambulancia pre deti a dorast, Čadca, (MUDr. Marta Tkáčová, spol. s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-cadca-mudr.-marta-tkacova-spol..html?page_id=57120," Všeobecná starostlivosť o deti a dorast, Dorastové lekárstvo",Žilinský,Čadca,1,7,74
65-17335469-A0011,"{'Druh zariadenia': 'pediatrická ambulancia', 'Identifikátor': '65-17335469-A0011', 'Odborné zameranie': 'pediatria', 'Miesto prevádzkovania': 'konziliárna\nPalárikova\n2311\n02216\nČadca', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Kysucká nemocnica s poliklinikou Čadca\nPalárikova\n2311\n02216\nČadca\nIČO: 17335469\nwww.kysuckanemocnica.sk', 'Telefón': '+421 414604681'}","Telefón platnosť od: 12.07.2022
Pondelok: 8:00-12:00
Utorok: 8:00-12:00
Streda: 8:00-12:00
Štvrtok: 8:00-12:00
Piatok: 8:00-12:00
Sobota: neordinuje
Nedeľa: neordinuje",49.4389582,18.7710052,"konziliárna
Palárikova
2311
02216
Čadca","Pediatrická ambulancia, Čadca, (Kysucká nemocnica s poliklinikou Čadca)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/pediatricka-ambulancia-cadca-kysucka-nemocnica-s-poliklinikou-cadca.html?page_id=56622, Pediatria,Žilinský,Čadca,1,7,74
65-36716031-A0001,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-36716031-A0001', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Miesto prevádzkovania': '1. mája\n1367\n02302\nKrásno nad Kysucou', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'JAZMIK - PED, s.r.o.\n1. mája\n1367\n02302\nKrásno nad Kysucou\nIČO: 36716031', 'Telefón': '+421 414385104'}","Telefón platnosť od: 01.02.2019
Pondelok: 7:00-16:00
Utorok: 7:00-13:00
Streda: 7:00-13:00
Štvrtok: 7:00-15:00
Piatok: 7:00-13:00
Sobota: neordinuje
Nedeľa: neordinuje",49.3940536,18.8304892,"1. mája
1367
02302
Krásno nad Kysucou","Všeobecná ambulancia pre deti a dorast, Krásno nad Kysucou, (JAZMIK - PED, s.r.o.)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/cadca/vseobecna-ambulancia-pre-deti-a-dorast-krasno-nad-kysucou-jazmik-ped.html?page_id=54705, Všeobecná starostlivosť o deti a dorast,Žilinský,Čadca,1,7,74
65-00634905-A0054,"{'Druh zariadenia': 'všeobecná ambulancia pre deti a dorast', 'Identifikátor': '65-00634905-A0054', 'Odborné zameranie': 'všeobecná starostlivosť o deti a dorast', 'Lekári sestry': 'MUDr. Monika Blažeňáková (lekár)', 'Miesto prevádzkovania': 'Nemocničná\n1944/10\n02614\nDolný Kubín', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Dolnooravská nemocnica s poliklinikou MUDr. L. N. Jégého\nNemocničná\n1944/10\n02614\nDolný Kubín\nIČO: 00634905\nwww.donsp.sk'}","Poskytovateľ platnosť od: 25.04.2022
Pondelok: 7:00-12:30  ||13:00-15:00
Utorok: neordinuje
Streda: neordinuje
Štvrtok: 7:00-12:30  ||13:00-15:00
Piatok: neordinuje
Sobota: neordinuje
Nedeľa: neordinuje",49.2142137,19.3030945,"Nemocničná
1944/10
02614
Dolný Kubín","Všeobecná ambulancia pre deti a dorast, MUDr. Monika Blažeňáková, Dolný Kubín, (Dolnooravská nemocnica s poliklinikou MUDr. L. Nádaši Jégého Dolný Kubín)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/dolny-kubin/vseobecna-ambulancia-pre-deti-a-dorast-mudr.-monika-blazenakova-dolny-kubin-dolnooravska-nemocnica-s-poliklinikou-mudr.-l.-nadasi-jegeho-dolny-kubin.html?page_id=142607, Všeobecná starostlivosť o deti a dorast,Žilinský,Dolný Kubín,1,7,12
65-00634905-A0053,"{'Druh zariadenia': 'ambulancia pediatrickej endokrinológie a diabetológie a porúch látkovej premeny a výživy', 'Identifikátor': '65-00634905-A0053', 'Odborné zameranie': 'pediatrická endokrinológia a diabetológia, poruchy látkovej premeny a výživy', 'Lekári sestry': 'MUDr. Andrea Milanová  (lekár)', 'Miesto prevádzkovania': 'Nemocničná\n1944/10\n02614\nDolný Kubín', 'Poisťovne': 'VšZP, Dôvera, Union', 'Poskytovateľ': 'Dolnooravská nemocnica s poliklinikou MUDr. L. N. Jégého\nNemocničná\n1944/10\n02614\nDolný Kubín\nIČO: 00634905\nwww.donsp.sk'}","Poskytovateľ platnosť od: 10.05.2021
Pondelok: neordinuje
Utorok: neordinuje
Streda: 7:00-15:00
Štvrtok: 7:00-15:00
Piatok: 7:00-15:00
Sobota: neordinuje
Nedeľa: neordinuje",49.2142137,19.3030945,"Nemocničná
1944/10
02614
Dolný Kubín","Ambulancia pediatrickej endokrinológie a diabetológie a porúch látkovej premeny a výživy, MUDr. Andrea Milanová , Dolný Kubín, (Dolnooravská nemocnica s poliklinikou MUDr. L. Nádaši Jégého Dolný Kubín)",https://www.e-vuc.sk/zsk/zdravotnictvo/ambulantne-zdravotnicke-zariadenia/dolny-kubin/ambulancia-pediatrickej-endokrinologie-a-diabetologie-a-poruch-latkovej-premeny-a-vyzivy-mudr.-andrea-milanova-dolny-kubin-dolnooravska-nemocnica-s-poliklinikou-mudr.-l.-nadasi-jegeho-dolny.html?page_id=140605," Pediatrická endokrinológia a diabetológia, poruchy látkovej premeny a výživy",Žilinský,Dolný Kubín,1,7,12
